date,model,llm,scenario,selected_count,signal_tags,risk_tags,style_tag,confidence_tag,has_signal_动量,has_signal_波动,has_signal_流动性,has_signal_趋势,has_signal_均线,has_signal_成交活跃度,has_signal_收益稳定性,has_signal_相对强弱,has_signal_风险收益权衡,has_risk_高波动,has_risk_流动性不足,has_risk_短期过热,has_risk_趋势不稳,has_risk_收益回撤风险,has_risk_信号分化不足,signal_tags_json,risk_tags_json
2025-11-21,random_forest,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '均线', '成交活跃度', '相对强弱']","['高波动', '流动性不足', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""均线"", ""成交活跃度"", ""相对强弱""]","[""高波动"", ""流动性不足"", ""趋势不稳"", ""收益回撤风险""]"
2025-11-28,random_forest,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '风险收益权衡']","['高波动', '流动性不足', '趋势不稳']",多因子平衡,中,True,False,False,True,False,False,False,True,True,True,True,False,True,False,False,"[""动量"", ""趋势"", ""相对强弱"", ""风险收益权衡""]","[""高波动"", ""流动性不足"", ""趋势不稳""]"
2025-12-05,random_forest,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '风险收益权衡']","['高波动', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,False,False,True,False,False,False,True,True,True,False,False,True,True,False,"[""动量"", ""趋势"", ""相对强弱"", ""风险收益权衡""]","[""高波动"", ""趋势不稳"", ""收益回撤风险""]"
2025-12-12,random_forest,deepseek-chat,default,10,"['动量', '相对强弱', '趋势', '波动']","['高波动', '短期过热', '趋势不稳']",动量优先,中,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,"[""动量"", ""相对强弱"", ""趋势"", ""波动""]","[""高波动"", ""短期过热"", ""趋势不稳""]"
2025-12-19,random_forest,deepseek-chat,default,10,"['动量', '相对强弱', '趋势', '收益稳定性']","['高波动', '短期过热']",动量优先,中,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,"[""动量"", ""相对强弱"", ""趋势"", ""收益稳定性""]","[""高波动"", ""短期过热""]"
2025-12-26,random_forest,deepseek-chat,default,10,"['动量', '相对强弱', '趋势', '成交活跃度']","['高波动', '短期过热']",动量优先,中,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""相对强弱"", ""趋势"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2025-12-31,random_forest,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '收益回撤风险']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2026-01-09,random_forest,deepseek-chat,default,10,"['动量', '相对强弱', '趋势', '成交活跃度']","['高波动', '短期过热']",动量优先,高,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""相对强弱"", ""趋势"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2026-01-16,random_forest,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '成交活跃度']","['高波动', '短期过热']",动量优先,中,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""趋势"", ""相对强弱"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2026-01-23,random_forest,deepseek-chat,default,10,"['动量', '相对强弱', '流动性', '趋势']","['高波动', '短期过热', '收益回撤风险']",动量优先,中,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""相对强弱"", ""流动性"", ""趋势""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2026-01-30,random_forest,deepseek-chat,default,10,"['动量', '相对强弱', '趋势', '成交活跃度']","['高波动', '短期过热']",动量优先,中,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""相对强弱"", ""趋势"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2026-02-06,random_forest,deepseek-chat,default,10,"['动量', '相对强弱', '波动', '成交活跃度']","['高波动', '短期过热']",多因子平衡,中,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""相对强弱"", ""波动"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2026-02-13,random_forest,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '成交活跃度']","['高波动', '短期过热']",动量优先,中,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""趋势"", ""相对强弱"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2026-02-27,random_forest,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '收益回撤风险']",动量优先,中,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2026-03-06,random_forest,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '均线', '成交活跃度', '相对强弱']","['高波动', '短期过热', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""均线"", ""成交活跃度"", ""相对强弱""]","[""高波动"", ""短期过热"", ""趋势不稳"", ""收益回撤风险""]"
2026-03-13,random_forest,deepseek-chat,default,10,"['动量', '相对强弱', '成交活跃度']","['高波动', '趋势不稳']",多因子平衡,中,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,"[""动量"", ""相对强弱"", ""成交活跃度""]","[""高波动"", ""趋势不稳""]"
2026-03-16,random_forest,deepseek-chat,default,10,"['动量', '相对强弱', '收益稳定性']","['高波动', '趋势不稳']",多因子平衡,中,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,"[""动量"", ""相对强弱"", ""收益稳定性""]","[""高波动"", ""趋势不稳""]"
2025-04-11,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '风险收益权衡']","['高波动', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,False,False,True,False,False,False,True,True,True,False,False,True,True,False,"[""动量"", ""趋势"", ""相对强弱"", ""风险收益权衡""]","[""高波动"", ""趋势不稳"", ""收益回撤风险""]"
2025-04-18,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,False,False,True,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""趋势不稳"", ""收益回撤风险""]"
2025-04-25,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '均线', '成交活跃度', '相对强弱']","['高波动', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""均线"", ""成交活跃度"", ""相对强弱""]","[""高波动"", ""趋势不稳"", ""收益回撤风险""]"
2025-04-30,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '均线', '成交活跃度', '相对强弱']","['高波动', '流动性不足', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""均线"", ""成交活跃度"", ""相对强弱""]","[""高波动"", ""流动性不足"", ""趋势不稳"", ""收益回撤风险""]"
2025-05-09,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '波动']","['高波动', '趋势不稳']",动量优先,中,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,"[""动量"", ""趋势"", ""相对强弱"", ""波动""]","[""高波动"", ""趋势不稳""]"
2025-05-16,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '成交活跃度']","['高波动', '流动性不足', '收益回撤风险']",多因子平衡,中,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,"[""动量"", ""趋势"", ""相对强弱"", ""成交活跃度""]","[""高波动"", ""流动性不足"", ""收益回撤风险""]"
2025-05-23,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '流动性不足', '趋势不稳']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""流动性不足"", ""趋势不稳""]"
2025-05-30,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '成交活跃度', '波动']","['高波动', '短期过热', '收益回撤风险']",动量优先,中,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,"[""动量"", ""相对强弱"", ""成交活跃度"", ""波动""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2025-06-06,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '收益稳定性']","['流动性不足', '短期过热']",多因子平衡,中,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,"[""动量"", ""相对强弱"", ""收益稳定性""]","[""流动性不足"", ""短期过热""]"
2025-06-13,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '波动', '趋势']","['高波动', '趋势不稳', '收益回撤风险']",动量优先,中,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,"[""动量"", ""相对强弱"", ""波动"", ""趋势""]","[""高波动"", ""趋势不稳"", ""收益回撤风险""]"
2025-06-20,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '均线', '成交活跃度', '收益稳定性', '相对强弱', '风险收益权衡']","['高波动', '流动性不足', '短期过热', '趋势不稳', '收益回撤风险', '信号分化不足']",多因子平衡,中,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""均线"", ""成交活跃度"", ""收益稳定性"", ""相对强弱"", ""风险收益权衡""]","[""高波动"", ""流动性不足"", ""短期过热"", ""趋势不稳"", ""收益回撤风险"", ""信号分化不足""]"
2025-06-27,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '趋势']","['高波动', '流动性不足']",动量优先,中,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,"[""动量"", ""相对强弱"", ""趋势""]","[""高波动"", ""流动性不足""]"
2025-07-04,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '流动性不足', '趋势不稳']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""流动性不足"", ""趋势不稳""]"
2025-07-11,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱']","['高波动', '趋势不稳']",多因子平衡,中,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,"[""动量"", ""趋势"", ""相对强弱""]","[""高波动"", ""趋势不稳""]"
2025-07-18,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '风险收益权衡']","['高波动', '收益回撤风险']",多因子平衡,中,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,"[""动量"", ""趋势"", ""相对强弱"", ""风险收益权衡""]","[""高波动"", ""收益回撤风险""]"
2025-07-25,xgboost,deepseek-chat,default,10,"['动量', '趋势', '流动性', '相对强弱']","['高波动', '短期过热', '收益回撤风险']",多因子平衡,中,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""趋势"", ""流动性"", ""相对强弱""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2025-08-01,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '趋势', '收益稳定性']","['高波动', '收益回撤风险']",动量优先,中,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,"[""动量"", ""相对强弱"", ""趋势"", ""收益稳定性""]","[""高波动"", ""收益回撤风险""]"
2025-08-08,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱']","['高波动', '趋势不稳']",多因子平衡,中,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,"[""动量"", ""趋势"", ""相对强弱""]","[""高波动"", ""趋势不稳""]"
2025-08-15,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '风险收益权衡']","['高波动', '趋势不稳']",动量优先,中,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,"[""动量"", ""趋势"", ""相对强弱"", ""风险收益权衡""]","[""高波动"", ""趋势不稳""]"
2025-08-22,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '趋势', '波动']","['高波动', '趋势不稳']",动量优先,高,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,"[""动量"", ""相对强弱"", ""趋势"", ""波动""]","[""高波动"", ""趋势不稳""]"
2025-08-29,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱']","['高波动', '趋势不稳']",动量优先,中,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,"[""动量"", ""趋势"", ""相对强弱""]","[""高波动"", ""趋势不稳""]"
2025-09-05,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '趋势']","['高波动', '短期过热']",动量优先,中,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,"[""动量"", ""相对强弱"", ""趋势""]","[""高波动"", ""短期过热""]"
2025-09-12,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '收益回撤风险']",动量优先,高,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2025-09-19,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '波动', '成交活跃度']","['高波动', '短期过热']",动量优先,高,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""相对强弱"", ""波动"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2025-09-26,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '收益回撤风险']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2025-09-30,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '收益稳定性', '风险收益权衡']","['高波动', '短期过热', '收益回撤风险']",多因子平衡,中,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,"[""动量"", ""相对强弱"", ""收益稳定性"", ""风险收益权衡""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2025-10-10,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '波动', '趋势']","['高波动', '收益回撤风险']",动量优先,中,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,"[""动量"", ""相对强弱"", ""波动"", ""趋势""]","[""高波动"", ""收益回撤风险""]"
2025-10-17,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '趋势不稳']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""趋势不稳""]"
2025-10-24,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '成交活跃度']","['高波动', '短期过热']",动量优先,中,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""相对强弱"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2025-10-31,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '收益回撤风险']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2025-11-07,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '均线', '成交活跃度', '相对强弱']","['高波动', '流动性不足', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""均线"", ""成交活跃度"", ""相对强弱""]","[""高波动"", ""流动性不足"", ""趋势不稳"", ""收益回撤风险""]"
2025-11-14,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '趋势不稳']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""趋势不稳""]"
2025-11-21,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '均线', '成交活跃度', '相对强弱']","['高波动', '流动性不足', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""均线"", ""成交活跃度"", ""相对强弱""]","[""高波动"", ""流动性不足"", ""趋势不稳"", ""收益回撤风险""]"
2025-11-28,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '均线', '成交活跃度', '相对强弱']","['高波动', '流动性不足', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""均线"", ""成交活跃度"", ""相对强弱""]","[""高波动"", ""流动性不足"", ""趋势不稳"", ""收益回撤风险""]"
2025-12-05,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱']","['高波动', '流动性不足', '短期过热']",动量优先,中,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,"[""动量"", ""趋势"", ""相对强弱""]","[""高波动"", ""流动性不足"", ""短期过热""]"
2025-12-12,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '风险收益权衡']","['高波动', '趋势不稳', '收益回撤风险']",动量优先,中,True,False,False,True,False,False,False,True,True,True,False,False,True,True,False,"[""动量"", ""趋势"", ""相对强弱"", ""风险收益权衡""]","[""高波动"", ""趋势不稳"", ""收益回撤风险""]"
2025-12-19,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '流动性']","['高波动', '趋势不稳']",多因子平衡,中,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,"[""动量"", ""趋势"", ""相对强弱"", ""流动性""]","[""高波动"", ""趋势不稳""]"
2025-12-26,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '风险收益权衡']","['高波动', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,False,False,True,False,False,False,True,True,True,False,False,True,True,False,"[""动量"", ""趋势"", ""相对强弱"", ""风险收益权衡""]","[""高波动"", ""趋势不稳"", ""收益回撤风险""]"
2025-12-31,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '趋势', '波动']","['高波动', '趋势不稳', '收益回撤风险']",动量优先,中,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,"[""动量"", ""相对强弱"", ""趋势"", ""波动""]","[""高波动"", ""趋势不稳"", ""收益回撤风险""]"
2026-01-09,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '成交活跃度']","['高波动', '短期过热']",动量优先,高,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""趋势"", ""相对强弱"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2026-01-16,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '收益回撤风险']",动量优先,中,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2026-01-23,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '收益稳定性', '风险收益权衡']","['高波动', '收益回撤风险']",动量优先,中,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,"[""动量"", ""相对强弱"", ""收益稳定性"", ""风险收益权衡""]","[""高波动"", ""收益回撤风险""]"
2026-01-30,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '波动', '趋势']","['高波动', '收益回撤风险']",动量优先,中,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,"[""动量"", ""相对强弱"", ""波动"", ""趋势""]","[""高波动"", ""收益回撤风险""]"
2026-02-06,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '收益稳定性']","['高波动', '短期过热']",多因子平衡,中,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,"[""动量"", ""相对强弱"", ""收益稳定性""]","[""高波动"", ""短期过热""]"
2026-02-13,xgboost,deepseek-chat,default,10,"['动量', '趋势', '相对强弱', '成交活跃度']","['高波动', '短期过热']",动量优先,中,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,"[""动量"", ""趋势"", ""相对强弱"", ""成交活跃度""]","[""高波动"", ""短期过热""]"
2026-02-27,xgboost,deepseek-chat,default,10,"['动量', '相对强弱', '收益稳定性', '趋势']","['高波动', '流动性不足', '趋势不稳']",动量优先,中,True,False,False,True,False,False,True,True,False,True,True,False,True,False,False,"[""动量"", ""相对强弱"", ""收益稳定性"", ""趋势""]","[""高波动"", ""流动性不足"", ""趋势不稳""]"
2026-03-06,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '均线', '成交活跃度', '相对强弱']","['高波动', '趋势不稳', '收益回撤风险']",多因子平衡,中,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""均线"", ""成交活跃度"", ""相对强弱""]","[""高波动"", ""趋势不稳"", ""收益回撤风险""]"
2026-03-13,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '收益回撤风险']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
2026-03-16,xgboost,deepseek-chat,default,10,"['动量', '波动', '流动性', '趋势', '相对强弱']","['高波动', '短期过热', '收益回撤风险']",多因子平衡,中,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,"[""动量"", ""波动"", ""流动性"", ""趋势"", ""相对强弱""]","[""高波动"", ""短期过热"", ""收益回撤风险""]"
